站代號,站名,地址,電話,提供服務時段
D436J,池東站,881 澎湖縣西嶼鄉池東村2-1號,06-9982265,07:00-16:00
D436K,望安站,882 澎湖縣望安鄉東安村2-14號((備註：週六歇業) ,06-9991176,08:00-16:00
D436L,外垵站,881 澎湖縣西嶼鄉外垵村89-2號(備註：週六歇業),06-9983371,08:00-16:00
D4370,麥寮站,638 雲林縣麥寮鄉麥豐村中山路12號,05-6932174,07:00-21:00
D4371,台西站,636 雲林縣台西鄉中山路36號,05-6982124,07:00-21:00
D4372,元長站,655 雲林縣元長鄉長南村中山路４號,05-7882170,07:00-21:00
D4373,古坑站,646 雲林縣古坑鄉西平村中山路291號,05-5821534,07:00-21:00
D4374,竹崎站,604 嘉義縣竹崎鄉和平村田寮52號,05-2611714,00:00-24:00
D4375,大埤站,631 雲林縣大埤鄉南和村大埤路543號,05-5912494,07:00-21:00
D4376,口湖站,653 雲林縣口湖鄉湖東村中正路一段99號,05-7892504,07:00-21:00
D4377,東石站,614 嘉義縣東石鄉東石村4-1號,05-3732760,07:00-21:00
D4378,溪口站,623 嘉義縣溪口鄉溪東村民族西路１號,05-2691700,07:00-21:00
D4379,中埔站,606 嘉義縣中埔鄉中埔村中埔161-4號,05-2532046,07:00-21:00
D4390,橋南站,638 雲林縣麥寮鄉橋頭村1鄰橋頭34號,05-6913386,07:00-21:00
D4397,嘉保站,嘉義縣太保市安仁里嘉朴東路1段116號,05-3623558,07:00-21:00
D4398,大義路站,嘉義縣中埔鄉和美村大義路515號,05-2300875,07:00-22:00
D439L,白河交流道站,台南市白河區河東里9鄰糞箕湖122之15號,06-6831091,07:00-21:00
D43W2,雅虎站,雲林縣斗六市虎溪里西平路776號,05-5514796,00:00-24:00
D43W4,嘉義高鐵北站,600 嘉義市西區大溪里高鐵大道1250號,05-2383460,07:00-21:00
D43W5,嘉義高鐵南站,600 嘉義市西區大溪里高鐵大道925號,05-2382079,07:00-21:00
D43W7,朴子二站,613 嘉義縣朴子市大鄉里大?榔852號,05-3704635,07:00-21:00
D43W8,梅山二站,603 嘉義縣梅山鄉過山村7鄰開元后46號,05-2625102,07:00-21:00
D43X5,阿里山新站,605 嘉義縣阿里山鄉南阿里山55-5號,05-2679058,08:00-17:00
D43X6,新營長榮路站,730 台南市新營區長榮路2段186號,06-6560662,07:00-21:00
D504C,佳里站,722 台南市佳里區中山路480號,06-7222269,07:00-22:00
D504D,西門路一段站,700 台南市中西區西門路一段524號,06-2134067,07:00-22:00
D504I,公園路站,704 台南市北區公園路721號,06-2517454,00:00-24:00
D504P,路竹站,821 高雄市路竹區中山路589號,07-6962240,07:00-21:00
D504Q,隆田站,720 台南市官田區隆本里中華路二段23號,06-5791257,07:00-21:00
D504S,新化站,712 台南市新化區中山路575號,06-5982150,07:00-22:00
D505B,麻豆站,721 台南市麻豆區中山路13號,06-5722254,07:00-22:00
D505C,永康站,710 台南市永康區蔦松里中正北路348號,06-2433157,07:00-22:00
D505I,大灣站,710 台南市永康區建國里復興路69號,06-2724010,00:00-24:00
D505P,府前路站,700 台南市中西區府前路二段256號,06-2971568,07:00-21:00
D505Q,左鎮站,713 台南市左鎮區睦光里睦光5-2號,06-5731946,07:00-15:00
D505S,崇學路站,701 台南市東區崇學路228號,06-2675827,07:00-21:00
D505V,中華路東站,701 台南市東區中華東路三段171號,06-2674935,07:00-21:00
D505W,中華路西站,701 台南市東區中華東路三段170號,06-2673501,07:00-21:00
D505X,官田工業區站,720 台南市官田區二鎮里工業路23-1號,06-6987265,07:00-21:00
D505Y,龍崎站,719 台南市龍崎區崎頂里新市子102-1號,06-5941164,07:00-18:00
D505Z,佳里仁愛路站,722 台南市佳里區仁愛路67號,06-7229504,07:00-21:00
D506B,大湖站,829 高雄市湖內區大湖里中山路一段72號,07-6931793,00:00-24:00
D506C,安中路站,709 台南市安南區安中路四段446號,06-2569825,07:00-21:00
D506G,學甲中正路站,726 台南市學甲區中正路645號,06-7837900,07:00-21:00
D506I,崇善路站,701 台南市東區崇善路557號,06-2697873,07:00-22:00
D506M,永華路東,708 台南市安平區永華路二段216號,06-2992048,00:00-24:00
D506N,中華西路南站,700 台南市中西區中華西路二段2號,06-2970350,00:00-24:00
D506Q,下營站,735 台南市下營區中山路一段386號,06-6892054,07:00-21:00
D506R,文賢路站,700 台南市中西區文賢路229號,06-2591749,00:00-24:00
D506S,西港站,723 台南市西港區西港里中山路52號,06-7952124,07:00-21:00
D506T,東門路站,701 台南市東區東門路二段39號,06-2371994,07:00-22:00
D506U,太爺站,829 高雄市湖內區公館里中山路二段61號,07-6993073,07:00-21:00
D506W,仁德站,717 台南市仁德區中山路505號,06-2794451,00:00-24:00
D506Z,慶平路站,708 台南市安平區慶平路485號,06-2970189,07:00-21:00
D507A,健康路站,台南市安平區健康路三段238號,06-2997901,07:00-21:00
D507C,國民路站,702 台南市南區國民路246號,06-2601380,07:00-21:00
D507D,中油南科站,744 台南市新市區南科二路3號,06-5051229,07:00-21:00
D507E,麻學站,721 台南市麻豆區大山里大山腳67-25號,06-5700735,07:00-21:00
D507F,喜樹站,702 台南市南區喜樹路63號         (週日歇業),06-2960944,07:00-15:00
D507G,民生路站,700 台南市中西區民生路二段303號,06-2233627,07:00-21:00
D507H,成功路站,704 台南市北區成功路16號,06-2222894,00:00-24:00
D507I,北門站,727 台南市北門區仁里里二重港108號,06-7862128,07:00-21:00
D507J,和順站,709 台南市安南區安和路四段335號,06-3559301,07:00-21:00
D507K,南化站,716 台南市南化區南化里217號,06-5771128,07:00-18:00
D507M,七股站,724 台南市七股區玉成里玉成18-2號,06-7872248,07:00-21:00
D507N,大同路站,702 台南市南區大同路二段380號,06-2153503,00:00-24:00
D507P,楠西站,715 台南市楠西區東勢里中正路359號,06-5751427,07:00-21:00
D507Q,安平工業區站,702 台南市南區中華西路一段65號,06-2654022,00:00-24:00
D507R,新市站,744 台南市新市區港墘里中山路156號,06-5991020,07:00-21:00
D507S,將軍站,725 台南市將軍區忠興里忠興162-1號,06-7942205,07:00-21:00
D507T,歸仁站,711 台南市歸仁區中山路三段201號,06-2301003,07:00-22:00
D507U,大內站,742 台南市大內區石城里石子瀨122-12號,06-5761914,07:00-21:00
D507V,山上站,743 台南市山上區明和里232號,06-5781556,07:00-21:00
D507W,甲仙站,847 高雄市甲仙區大田里新興路55號,07-6751555,07:00-21:00
D507Z,茄萣站,852 高雄市茄萣區白雲里白砂路6號,07-6902849,07:00-21:00
D509B,育平路站,708 台南市安平區育平路80號,06-2933845,07:00-21:00
D509C,光州站,台南市安平區永華路二段1255號,06-2999156,07:00-17:00
D50W1,歸仁高鐵站,台南市歸仁區武東里中正南路二段11號,06-3032093,07:00-21:00
D50W6,西拉雅站,744 台南市新市區三舍里三舍239號,06-5899042,07:00-21:00
D50W9,安平古堡站,700 台南市中西區西賢里31鄰民權路四段730號,06-3587703,07:00-21:00
D5140,建國二路站,807 高雄市三民區建國二路66號,07-2383484,00:00-24:00
D5141,中正四路站,801 高雄市前金區中正四路251號,07-2212453,07:00-23:00
D5142,屏東站,900 屏東縣屏東市民族路399-1號,08-7322503,07:00-22:00
D5143,枋寮站,940 屏東縣枋寮鄉新龍村中山路319號,08-8782060,07:00-21:00
D5145,岡山站,820 高雄市岡山區岡山南路45號,07-6252450,00:00-24:00
D5146,後勁站,811 高雄市楠梓區後昌路200號,07-3613018,00:00-24:00
D5147,左營站,813 高雄市左營區中華一路2-11號,07-5825621,00:00-24:00
D5148,楠梓站,811 高雄市楠梓區高楠公路1376號,07-3511761,07:00-22:00
D514A,中正二路站,800 高雄市新興區中正二路166號,07-2241235,07:00-23:00
D514E,鼓山三路站,804 高雄市鼓山區鼓山三路5-1號,07-5612463,07:00-23:00
D514G,林園站,832 高雄市林園區林園北路350號,07-6412285,07:00-22:00
D514H,公園路站,900 屏東縣屏東市民權路74號,08-7325794,07:00-23:00
D514J,中華三路站,801 高雄市前金區中華三路136號,07-2851354,00:00-24:00
D514K,建工路站,807 高雄市三民區建工路566號,07-3832928,00:00-24:00
D514L,五甲站,830 高雄市鳳山區五甲一路232號,07-7460364,00:00-24:00
D514M,中正路站,900 屏東縣屏東市中正路375號,08-7364224,00:00-24:00
D514N,高樹站,906 屏東縣高樹鄉長榮村興中路170號,08-7962205,06:30-21:30
D514R,山東街站,807 高雄市三民區山東街70號,07-3118164,07:00-23:00
D514T,臨海工業區站,812 高雄市小港區沿海二路2號,07-8010873,07:00-22:00
D514U,鹽埔站,907 屏東縣鹽埔鄉鹽中村勝利路25號,08-7932507,06:30-21:30
D514V,萬巒站,923 屏東縣萬巒鄉萬巒村中正路5-2號,08-7811648,07:00-21:00
D514W,佳冬站,931 屏東縣佳冬鄉六根村佳和路145號,08-8662004,07:00-21:00
D514X,南州站,926 屏東縣南州鄉七塊村三民路270號,08-8642298,07:00-21:00
D514Y,大寮站,831 高雄市大寮區永芳里鳳林三路616號,07-7813631,06:30-22:30
D514Z,鳳松站,830 高雄市鳳山區武松里鳳松路178-5號,07-7431562,00:00-24:00
D5151,旗山站,842 高雄市旗山區復新街17號,07-6612044,07:00-22:00
D5152,潮州站,NULL,08-7882044,00:00-24:00
D5154,成功一路站,801 高雄市前金區成功一路384號,07-2218734,07:00-23:00
D5155,鳳山站,830 高雄市鳳山區中山東路10號,07-7462492,07:00-23:00
D5156,忠孝路站,900 屏東縣屏東市忠孝路209-1號,08-7337759,06:30-22:30
D5157,東港站,928 屏東縣東港鎮興東里中正路一段85號,08-8322352,00:00-24:00
D5158,高雄加工區站,806 高雄市前鎮區加工區中四路3號(備註：週六、日及國定假日歇業),07-8218011,07:30-18:30
D5159,美濃站,843 高雄市美濃區和合里成功路133號,07-6812044,06:30-21:30
D515A,林森二路站,800 高雄市新興區新田路82號,07-2819638,07:00-23:00
D515E,瑞豐站,806 高雄市前鎮區瑞福路2號,07-7610629,00:00-24:00
D515F,燕巢站,824 高雄市燕巢區南燕里中興路199號,07-6161704,07:00-21:00
D515K,水門站,912 屏東縣內埔鄉水門村中山路1號,08-7991585,06:00-21:00
D515L,梓官站,826 高雄市梓官區梓和里和平路317號,07-6173555,00:00-24:00
D515M,旗津站,805 高雄市旗津區中洲二路259號,07-5717391,07:00-21:00
D515N,杉林站,846 高雄市杉林區月眉里清水路304號,07-6772888,07:00-21:00
D515U,新園站,932 屏東縣新園鄉內庄村興安路54號,08-8684312,06:30-21:30
D515W,竹田站,911 屏東縣竹田鄉泗州村連成路6-4號,08-7894179,07:00-21:00
D515Y,民權路站,806 高雄市前鎮區一心一路291號,07-3316290,00:00-24:00
D515Z,滿州站,947 屏東縣滿州鄉永靖村新庄路150號,08-8801713,07:00-18:00
D5160,里港站,905 屏東縣里港鄉大平村中山南路25號,08-7752054,00:00-24:00
D5161,恆春站,946 屏東縣恆春鎮網紗里省北路7號,08-8892635,07:00-21:00
D5162,36號碼頭站,806 高雄市前鎮區大華六街1號(週、六日營業至12:00),07-8216398,08:00-16:00
D5163,萬丹站,913 屏東縣萬丹鄉萬丹路一段399號,08-7772142,06:30-22:00
D5164,橋頭站,825 高雄市橋頭區橋頭里成功北路15號,07-6113644,07:00-22:00
D5165,高鳳站,802 高雄市苓雅區建國一路3號,07-7491901,00:00-24:00
D5166,中正三路站,800 高雄市新興區中正三路9號,07-2261045,07:00-23:00
D5167,三多二路站,802 高雄市苓雅區三多二路80號,07-7618709,07:00-23:00
D5168,中山二路站,801 高雄市前金區中山二路569號,07-2317441,07:00-23:00
D5169,大義街站,803 高雄市鹽埕區大義街56-1號,07-5518163,07:00-23:00
D516E,麟洛站,909 屏東縣麟洛鄉麟蹄村中山路64號,08-7233148,07:00-22:00
D516F,覺民路站,807 高雄市三民區覺民路362號,07-3869992,00:00-24:00
D516G,嶺口站,840 高雄市大樹區統嶺里統嶺路125號之2,07-6562965,07:00-21:00
D516K,鼎山路站,807 高雄市三民區鼎山街373號,07-3839681,00:00-24:00
D516L,墾丁站,946 屏東縣恆春鎮墾丁里墾丁路402號,08-8861408,07:00-21:00
D516N,右昌軍校路站,811 高雄市楠梓區軍校路737號,07-3637331,06:30-22:00
D516R,內門站,845 高雄市內門區南屏路125號,07-6671661,07:00-21:00
D516T,和生路站,900 屏東縣屏東市橋南里和生路一段560號,08-7536740,07:00-21:00
D516U,九如東寧站,904 屏東縣九如鄉東寧村九如路一段16號,08-7390078,06:00-22:00
D516V,南鼓山站,804 高雄市鼓山區捷興二街46號,07-5517556,07:00-22:00
D516W,楠梓加工區站,811 高雄市楠梓區經五路125號(備註：週日及國定假日歇業),07-3630096,07:30-18:00
D516X,崁頂站,924 屏東縣崁頂鄉崁頂村中正路251號,08-8632842,07:00-21:00
D5170,楓港站,941 屏東縣枋山鄉楓港村舊庄路53號,08-8771141,06:30-22:00
D5171,建國一路站,802 高雄市苓雅區建國一路142號,07-7518715,00:00-24:00
D5173,復興路站,900 屏東縣屏東市復興路261號,08-7525421,00:00-24:00
D5174,青年路站,802 高雄市苓雅區民權一路105號,07-3352549,07:00-23:00
D5175,新埤站,925 屏東縣新埤鄉新埤村新中路74號,08-7971017,00:00-24:00
D5177,九曲堂站,831 高雄市大寮區義和里鳳屏二路297號,07-6512175,07:00-21:00
D5178,小港站,812 高雄市小港區大業北路45號,07-8023938,07:00-23:00
D517A,小琉球站,929 屏東縣琉球鄉大福村和平路3巷33-7號,08-8613054,08:00-17:30
D517E,南寮站,827 高雄市彌陀區南寮里漁港路73號(備註：週六、日歇業),07-6109661,09:00-18:00
D517F,南一路站,806 高雄市前鎮區漁港南一路19-1號,07-8153105,07:00-21:00
D517K,大豐站,屏東縣屏東市前進里建國路410號,08-7534011,06:30-22:30
D517M,南州交流道站,926 屏東縣南州鄉壽元村大同路107號,08-8644993,00:00-24:00
D517N,大林站,812 高雄市小港區鳳華路1號,07-8714612,07:00-21:00
D6140,港口站,970 花蓮縣花蓮市吉林路2號,03-8228640,07:00-21:00
D6141,中華路站,970 花蓮縣花蓮市中華路333號,03-8323424,07:00-22:00
D6142,玉里站,981 花蓮縣玉里鎮大同路219號,03-8882307,07:00-21:00
D6143,太魯閣站,972 花蓮縣秀林鄉富世村154-1號,03-8611009,07:00-19:00
D6144,光復站,976 花蓮縣光復鄉中山路二段340號,03-8701070,08:00-16:00
D6145,鳳林站,975 花蓮縣鳳林鎮中正路一段371號,03-8762114,07:00-21:00
D6146,南埔站,973 花蓮縣吉安鄉仁和村中正路二段6號,03-8522853,00:00-24:00
D6148,豐濱站,977 花蓮縣豐濱鄉豐濱村光豐路53號,03-8791134,08:00-17:00
D6149,壽豐站,974 花蓮縣壽豐鄉壽豐路一段1號,03-8655891,07:00-21:00
D6150,北埔站,971 花蓮縣新城鄉北埔村北埔路368號,03-8266825,00:00-24:00
D6151,中山路站,970 花蓮縣花蓮市中山路752號,03-8561117,00:00-24:00
D6153,和平站,972 花蓮縣秀林鄉和平村和平路32-1號,03-8681261,07:00-21:00
D6154,赤科山站,981 花蓮縣玉里鎮觀音里高寮18-7號,03-8851546,07:00-18:00
D6155,馬太鞍站,976 花蓮縣光復鄉林森路300號,03-8700125,07:00-21:00
D615A,國光站,983 花蓮縣富里鄉東里村大莊路120號,03-8861455,07:00-21:00
D615B,巨豐站,973 花蓮縣吉安鄉勝安村和平路一段45號,03-8462947,07:00-22:00
D615C,廣昇站,974 花蓮縣壽豐鄉中山路6段123號,03-8653829,07:00-21:00
D6160,羅東站,268 宜蘭縣五結鄉中正路二段94號,03-9654651,00:00-24:00
D6161,宜蘭站,260 宜蘭縣宜蘭市中山路五段139號,039-282621,00:00-24:00
D6162,蘇澳站,270 宜蘭縣蘇澳鎮中山路一段196號,03-9963524,07:00-22:00
D6163,中正南路站,265 宜蘭縣羅東鎮中正南路9號,039-543031,07:00-22:00
D6164,礁溪站,262 宜蘭縣礁溪鄉礁溪路六段28號,039-882170,07:00-22:00
D6165,員山站,264 宜蘭縣員山鄉員山路一段31號,039-223041,00:00-24:00
D6166,頭城站,261 宜蘭縣頭城鎮開蘭路300號,03-9771644,07:00-22:00
D6167,三星站,266 宜蘭縣三星鄉三星路四段235號,039-892219,07:00-21:00
D6168,壯圍站,263 宜蘭縣壯圍鄉吉祥村壯五路391號,039-381161,07:00-22:00
D6169,馬賽站,270 宜蘭縣蘇澳鎮蘇濱路二段459號,03-9905422,07:00-22:00
D616A,大里站,261 宜蘭縣頭城鎮濱海路七段81號,039-781137,09:00-17:00
D616B,南方澳站,270 宜蘭縣蘇澳鎮南安里漁港路52-1號,039-962209,08:00-16:00
D616C,新水站,268 宜蘭縣五結鄉五濱路二段206號,039-504374,07:00-21:00
D616D,冬山站,269 宜蘭縣冬山鄉冬山路二段260號,039-591316,00:00-24:00
D616E,大福站,263 宜蘭縣壯圍鄉壯濱路五段310號,039-301864,07:00-21:00
D616F,大同站,267 宜蘭縣大同鄉崙埤村泰雅路1段92號,039-801181,08:00-18:00
D616G,北關站,261 宜蘭縣頭城鎮濱海路三段326號,039-776128,08:00-17:00
D616H,南山站,267 宜蘭縣大同鄉南山村泰雅路7段226號,039-809050,08:00-18:00
D6170,馬蘭站,950 台東縣台東市更生路653號,089-226401,07:00-22:00
D6171,中山路站,950 台東縣台東市新生路136號,089-323132,00:00-24:00
D6172,成功站,961 台東縣成功鎮中山路43號,089-851069,07:00-21:00
D6173,關山站,956 台東縣關山鎮和平路24號,089-811124,07:00-21:00
D6174,池上站,958 台東縣池上鄉福原村中山路25號,089-862634,07:00-22:00
D6175,太麻里站,963 台東縣太麻里鄉泰和村1鄰太麻里街157號,089-781303,07:00-21:00
D6176,長濱站,962 台東縣長濱鄉長濱村124號,089-831027,07:00-18:00
D6177,大武站,965 台東縣大武鄉尚武村尚武路8號,089-791453,07:00-21:00
D6178,知本站,950 台東縣台東市青海路四段270號,089-512284,07:00-21:00
D6179,鹿野站,955 台東縣鹿野鄉鹿野村中華路2段169號,089-551124,07:00-21:00
D617A,豐里站,950 台東縣台東市中華路二段732號,089-329691,07:00-21:00
D617B,東河站,959 台東縣東河鄉南東河5鄰46號(備註：12:00-13:00歇業),089-896236,08:00-16:00
D617C,富里站,983 花蓮縣富里鄉石牌村中興路85號,038-831285,07:00-21:00
D617D,卑南站,950 台東縣台東市更生北路20號,089-222010,00:00-24:00
D617E,綠島站,951 台東縣綠島鄉南寮村漁港路７號,089-672313,08:00-17:00
D617F,初鹿站,954 台東縣卑南鄉明峰村13鄰忠孝路32號,089-571742,07:00-21:00
D617G,泰源站,959 台東縣東河鄉北源村柑桔林路37-3號(備註：12:00-13:30歇業),089-891290,07:00-16:00
